ID	Startzeit	Fertigstellungszeit	E-Mail	Name	Aussprache	Aufwachsen	Lebensmittelpunkt	Alter
3	3.25.20 9:35:01	3.25.20 9:35:25	anonymous		karantäne	Sachsen	Sachsen	18-30
4	3.25.20 9:36:45	3.25.20 9:37:18	anonymous		karantäne	Baden-Württemberg	Berlin	31-40
5	3.25.20 9:36:53	3.25.20 9:37:31	anonymous		karantäne	Baden-Württemberg	Baden-Württemberg	31-40
6	3.25.20 9:40:46	3.25.20 9:41:09	anonymous		karantäne	Hamburg	Hamburg	31-40
7	3.25.20 9:43:50	3.25.20 9:45:03	anonymous		karantäne	Sachsen	Sachsen	18-30
8	3.25.20 9:43:08	3.25.20 9:45:15	anonymous		karantäne	Bayern	Schweiz	31-40
9	3.25.20 9:49:25	3.25.20 9:49:47	anonymous		karantäne	Schleswig-Holstein	Schleswig-Holstein	18-30
10	3.25.20 9:50:40	3.25.20 9:51:04	anonymous		karantäne	Sachsen	Sachsen	18-30
11	3.25.20 9:53:16	3.25.20 9:54:02	anonymous		karantäne	Baden-Württemberg	Berlin	18-30
12	3.25.20 9:53:50	3.25.20 9:54:32	anonymous		karantäne	Nordrhein-Westfalen	Nordrhein-Westfalen	31-40
13	3.25.20 9:54:48	3.25.20 9:55:12	anonymous		karantäne	Baden-Württemberg	Sachsen	18-30
14	3.25.20 9:55:00	3.25.20 9:55:36	anonymous		karantäne	Sachsen	Sachsen	18-30
15	3.25.20 9:58:35	3.25.20 9:59:14	anonymous		karantäne	Nordrhein-Westfalen	Nordrhein-Westfalen	18-30
16	3.25.20 10:02:35	3.25.20 10:03:43	anonymous		karantäne	Niedersachsen	Baden-Württemberg	51-60
17	3.25.20 10:04:07	3.25.20 10:04:42	anonymous		karantäne	Baden-Württemberg	Baden-Württemberg	31-40
18	3.25.20 10:09:13	3.25.20 10:09:41	anonymous		karantäne	Berlin	Berlin	31-40
19	3.25.20 10:10:38	3.25.20 10:13:13	anonymous		kwarantäne	Italien 	Baden-Württemberg	51-60
20	3.25.20 10:19:05	3.25.20 10:20:06	anonymous		karantäne	Schleswig-Holstein	Sachsen	31-40
21	3.25.20 10:21:09	3.25.20 10:21:55	anonymous		karantäne	Berlin	Berlin	18-30
22	3.25.20 10:22:52	3.25.20 10:23:30	anonymous		karantäne	Sachsen	Sachsen	18-30
23	3.25.20 10:27:32	3.25.20 10:28:08	anonymous		karantäne	Baden-Württemberg	Mecklenburg-Vorpommern	18-30
24	3.25.20 10:28:08	3.25.20 10:28:43	anonymous		karantäne	Niedersachsen	Niedersachsen	51-60
25	3.25.20 10:30:36	3.25.20 10:31:02	anonymous		karantäne	Bayern	Bayern	31-40
26	3.25.20 10:30:49	3.25.20 10:31:24	anonymous		karantäne	Sachsen-Anhalt	Sachsen	18-30
27	3.25.20 10:31:09	3.25.20 10:31:34	anonymous		karantäne	Baden-Württemberg	Nordrhein-Westfalen	18-30
28	3.25.20 10:31:24	3.25.20 10:32:17	anonymous		karantäne	Nordrhein-Westfalen	Mecklenburg-Vorpommern	51-60
29	3.25.20 10:30:38	3.25.20 10:36:14	anonymous		karantäne	Berlin	Brandenburg	41-50
30	3.25.20 10:58:48	3.25.20 10:59:17	anonymous		karantäne	Sachsen-Anhalt	Sachsen	31-40
31	3.25.20 11:02:42	3.25.20 11:03:23	anonymous		karantäne	Sachsen-Anhalt	Niedersachsen	18-30
32	3.25.20 11:04:54	3.25.20 11:05:39	anonymous		karantäne	Nordrhein-Westfalen	Rheinland-Pfalz	31-40
33	3.25.20 11:06:35	3.25.20 11:07:08	anonymous		karantäne	Sachsen	Mecklenburg-Vorpommern	18-30
34	3.25.20 11:08:42	3.25.20 11:09:07	anonymous		karantäne	Hamburg	Hamburg	51-60
35	3.25.20 11:12:28	3.25.20 11:13:13	anonymous		karantäne	Mecklenburg-Vorpommern	Mecklenburg-Vorpommern	18-30
36	3.25.20 11:13:51	3.25.20 11:14:52	anonymous		karantäne	Niedersachsen	Hessen	31-40
37	3.25.20 11:20:38	3.25.20 11:21:28	anonymous		karantäne	Nordrhein-Westfalen	Nordrhein-Westfalen	18-30
38	3.25.20 11:24:11	3.25.20 11:24:36	anonymous		kwarantäne	Hessen	Baden-Württemberg	18-30
39	3.25.20 11:25:41	3.25.20 11:27:00	anonymous		karantäne	Sachsen-Anhalt	Mecklenburg-Vorpommern	18-30
40	3.25.20 11:36:21	3.25.20 11:36:43	anonymous		karantäne	Saarland	Berlin	31-40
41	3.25.20 11:39:55	3.25.20 11:40:31	anonymous		karantäne	Mecklenburg-Vorpommern	Mecklenburg-Vorpommern	18-30
42	3.25.20 11:43:58	3.25.20 11:44:16	anonymous		karantäne	Mecklenburg-Vorpommern	Mecklenburg-Vorpommern	31-40
43	3.25.20 11:49:04	3.25.20 11:49:53	anonymous		karantäne	Saarland	Bayern	31-40
44	3.25.20 11:51:05	3.25.20 11:51:23	anonymous		karantäne	Nordrhein-Westfalen	Nordrhein-Westfalen	31-40
45	3.25.20 11:59:22	3.25.20 11:59:46	anonymous		kwarantäne	Berlin	Berlin	18-30
46	3.25.20 12:05:26	3.25.20 12:06:00	anonymous		karantäne	Mecklenburg-Vorpommern	Mecklenburg-Vorpommern	31-40
47	3.25.20 11:45:09	3.25.20 12:10:03	anonymous		karantäne	Mecklenburg-Vorpommern	Mecklenburg-Vorpommern	18-30
48	3.25.20 12:10:04	3.25.20 12:10:44	anonymous		karantäne	Berlin	Berlin	18-30
49	3.25.20 12:12:39	3.25.20 12:13:28	anonymous		karantäne	Bayern	Mecklenburg-Vorpommern	18-30
50	3.25.20 12:18:00	3.25.20 12:18:24	anonymous		karantäne	Schleswig-Holstein	Schleswig-Holstein	18-30
51	3.25.20 12:24:04	3.25.20 12:24:34	anonymous		kwarantäne	Bayern	Berlin	31-40
52	3.25.20 12:25:36	3.25.20 12:26:27	anonymous		kwarantäne	Bayern	Bayern	41-50
53	3.25.20 12:51:10	3.25.20 12:51:40	anonymous		karantäne	Schleswig-Holstein	Mecklenburg-Vorpommern	18-30
54	3.25.20 13:00:47	3.25.20 13:01:11	anonymous		karantäne	Thüringen	Thüringen	18-30
55	3.25.20 13:08:18	3.25.20 13:08:45	anonymous		karantäne	Bayern	Thüringen	41-50
56	3.25.20 13:09:41	3.25.20 13:10:07	anonymous		karantäne	Nordrhein-Westfalen	Nordrhein-Westfalen	31-40
57	3.25.20 13:47:45	3.25.20 13:49:28	anonymous		Karantene 	Sachsen	Hessen	18-30
58	3.25.20 14:31:39	3.25.20 14:32:00	anonymous		karantäne	Mecklenburg-Vorpommern	Mecklenburg-Vorpommern	31-40
59	3.25.20 14:32:14	3.25.20 14:32:45	anonymous		karantäne	Rheinland-Pfalz	Mecklenburg-Vorpommern	18-30
60	3.25.20 14:37:45	3.25.20 14:38:14	anonymous		karantäne	Sachsen	Sachsen	31-40
61	3.25.20 14:41:07	3.25.20 14:41:49	anonymous		karantäne	Schleswig-Holstein	Mecklenburg-Vorpommern	18-30
62	3.25.20 14:53:11	3.25.20 14:53:39	anonymous		kwarantäne	Mecklenburg-Vorpommern	Mecklenburg-Vorpommern	31-40
63	3.25.20 15:00:28	3.25.20 15:01:09	anonymous		karantäne	Sachsen	Noch England, bald wieder Greifswald 	18-30
64	3.25.20 15:06:52	3.25.20 15:07:24	anonymous		karantäne	Hessen	Hamburg	51-60
65	3.25.20 15:22:22	3.25.20 15:23:06	anonymous		karantäne	Berlin	Berlin	31-40
66	3.25.20 15:25:27	3.25.20 15:25:50	anonymous		kwarantäne	Nordrhein-Westfalen	Bremen	41-50
67	3.25.20 15:24:49	3.25.20 15:26:16	anonymous		karantäne	Baden-Württemberg	Berlin	41-50
68	3.25.20 15:27:07	3.25.20 15:28:09	anonymous		karantäne	Niedersachsen	Berlin	41-50
69	3.25.20 15:30:28	3.25.20 15:31:29	anonymous		karantäne	Nordrhein-Westfalen	Nordrhein-Westfalen	31-40
70	3.25.20 15:39:50	3.25.20 15:40:21	anonymous		karantäne	Berlin	Berlin	31-40
71	3.25.20 15:41:00	3.25.20 15:41:26	anonymous		karantäne	Berlin	Berlin	18-30
72	3.25.20 15:47:54	3.25.20 15:48:09	anonymous		kwarantäne	Baden-Württemberg	Baden-Württemberg	18-30
73	3.25.20 15:52:17	3.25.20 15:53:08	anonymous		karantäne	Mecklenburg-Vorpommern	Mecklenburg-Vorpommern	18-30
74	3.25.20 15:54:06	3.25.20 15:54:30	anonymous		karantäne	Nordrhein-Westfalen	Mecklenburg-Vorpommern	18-30
75	3.25.20 15:54:15	3.25.20 15:55:02	anonymous		karantäne	Baden-Württemberg	Berlin	31-40
76	3.25.20 16:02:48	3.25.20 16:04:58	anonymous		karantäne	Thüringen & Sachsen	Sachsen	31-40
77	3.25.20 16:07:04	3.25.20 16:08:06	anonymous		karantäne	Niedersachsen	Niedersachsen	18-30
78	3.25.20 16:08:18	3.25.20 16:08:40	anonymous		karantäne	Nordrhein-Westfalen	Nordrhein-Westfalen	31-40
79	3.25.20 16:08:52	3.25.20 16:09:41	anonymous		karantäne	Brandenburg	Berlin	41-50
80	3.25.20 16:09:52	3.25.20 16:10:18	anonymous		karantäne	Hessen	Hessen	31-40
81	3.25.20 16:14:17	3.25.20 16:14:41	anonymous		kwarantäne	Berlin	Brandenburg	31-40
82	3.25.20 16:17:21	3.25.20 16:17:51	anonymous		karantäne	Brandenburg	Mecklenburg-Vorpommern	18-30
83	3.25.20 16:18:53	3.25.20 16:19:34	anonymous		kwarantäne	Sachsen	Sachsen	31-40
84	3.25.20 16:21:10	3.25.20 16:21:32	anonymous		kwarantäne	Sachsen	Sachsen	18-30
85	3.25.20 16:24:48	3.25.20 16:25:14	anonymous		karantäne	Hessen	Berlin	41-50
86	3.25.20 16:40:17	3.25.20 16:41:24	anonymous		karantäne	Mecklenburg-Vorpommern	Sachsen	31-40
87	3.25.20 16:48:36	3.25.20 16:49:49	anonymous		karantäne	Niedersachsen	Nordrhein-Westfalen	31-40
88	3.25.20 16:49:44	3.25.20 16:50:54	anonymous		karantäne	Niedersachsen	Mecklenburg-Vorpommern	18-30
89	3.25.20 16:50:07	3.25.20 16:51:06	anonymous		kwarantäne	Sachsen	Sachsen	51-60
90	3.25.20 16:52:25	3.25.20 16:54:54	anonymous		karantäne	Nordrhein-Westfalen	Bayern	41-50
91	3.25.20 16:54:13	3.25.20 16:54:56	anonymous		kwarantäne	Bayern	Berlin	31-40
92	3.25.20 16:55:02	3.25.20 16:55:30	anonymous		karantäne	Nordrhein-Westfalen	Nordrhein-Westfalen	31-40
93	3.25.20 16:55:12	3.25.20 16:55:40	anonymous		karantäne	Baden-Württemberg	Bayern	41-50
94	3.25.20 16:55:46	3.25.20 16:57:58	anonymous		karantäne	Sachsen	Sachsen	61-70
95	3.25.20 16:58:53	3.25.20 16:59:21	anonymous		kwarantäne	Nordrhein-Westfalen	Baden-Württemberg	31-40
96	3.25.20 16:59:07	3.25.20 16:59:52	anonymous		karantäne	Bayern	Schweiz	31-40
97	3.25.20 17:01:30	3.25.20 17:02:03	anonymous		karantäne	Nordrhein-Westfalen	Nordrhein-Westfalen	41-50
98	3.25.20 17:03:56	3.25.20 17:04:24	anonymous		kwarantäne	Niedersachsen	Hamburg	51-60
99	3.25.20 17:04:46	3.25.20 17:05:12	anonymous		karantäne	Berlin	Sachsen-Anhalt	41-50
100	3.25.20 17:04:47	3.25.20 17:05:35	anonymous		karantäne	Nordrhein-Westfalen	Baden-Württemberg	31-40
101	3.25.20 17:05:34	3.25.20 17:05:54	anonymous		karantäne	Sachsen	Bayern	41-50
102	3.25.20 17:07:39	3.25.20 17:08:29	anonymous		karantäne	Bayern	Bayern	31-40
103	3.25.20 17:10:43	3.25.20 17:11:12	anonymous		karantäne	Niedersachsen	Nordrhein-Westfalen	31-40
104	3.25.20 17:12:04	3.25.20 17:12:27	anonymous		karantäne	Schleswig-Holstein	Schleswig-Holstein	18-30
105	3.25.20 17:12:04	3.25.20 17:12:43	anonymous		karantäne	Hessen	Hessen	41-50
106	3.25.20 17:11:46	3.25.20 17:12:43	anonymous		kwarantäne	Baden-Württemberg	Baden-Württemberg	31-40
107	3.25.20 17:14:22	3.25.20 17:15:33	anonymous		karantäne	Serbien	Thüringen	41-50
108	3.25.20 17:16:06	3.25.20 17:16:36	anonymous		karantäne	Bayern	Bayern	31-40
109	3.25.20 17:16:09	3.25.20 17:16:39	anonymous		karantäne	Nordrhein-Westfalen	Sachsen-Anhalt	18-30
110	3.25.20 17:16:23	3.25.20 17:16:43	anonymous		kwarantäne	Bayern	Bayern	18-30
111	3.25.20 17:17:01	3.25.20 17:17:33	anonymous		karantäne	Berlin	Berlin	31-40
112	3.25.20 17:17:19	3.25.20 17:17:40	anonymous		karantäne	Baden-Württemberg	Baden-Württemberg	31-40
113	3.25.20 17:16:56	3.25.20 17:17:55	anonymous		kuarantäne	Südtirol 	Südtirol 	41-50
114	3.25.20 17:17:31	3.25.20 17:18:12	anonymous		Kwarantäne, bin aber zu faul das W auszusprechen und benutze deswegen karantäne.	Nordrhein-Westfalen	Nordrhein-Westfalen	18-30
115	3.25.20 17:17:49	3.25.20 17:18:22	anonymous		karantäne	Baden-Württemberg	Baden-Württemberg	18-30
116	3.25.20 17:18:24	3.25.20 17:18:52	anonymous		karantäne	Niedersachsen	Niedersachsen	18-30
117	3.25.20 17:18:40	3.25.20 17:18:58	anonymous		kwarantäne	Sachsen	Sachsen	18-30
118	3.25.20 17:19:13	3.25.20 17:20:53	anonymous		kwarantäne	Brandenburg	Mecklenburg-Vorpommern	51-60
119	3.25.20 17:20:22	3.25.20 17:21:12	anonymous		kwarantäne	Schweiz	Schweiz	31-40
120	3.25.20 17:20:58	3.25.20 17:21:15	anonymous		kwarantäne	Baden-Württemberg	Baden-Württemberg	31-40
121	3.25.20 17:20:51	3.25.20 17:21:20	anonymous		karantäne	Schleswig-Holstein	Hamburg	18-30
122	3.25.20 17:21:47	3.25.20 17:22:36	anonymous		karantäne	Berlin	Schweiz	31-40
123	3.25.20 17:22:30	3.25.20 17:22:43	anonymous		karantäne	Niedersachsen	Niedersachsen	18-30
124	3.25.20 17:22:11	3.25.20 17:22:58	anonymous		karantäne	Mecklenburg-Vorpommern	Mecklenburg-Vorpommern	18-30
125	3.25.20 17:22:38	3.25.20 17:23:03	anonymous		karantäne	Schleswig-Holstein	Nordrhein-Westfalen	31-40
126	3.25.20 17:23:12	3.25.20 17:23:48	anonymous		karantäne	Baden-Württemberg	Baden-Württemberg	18-30
127	3.25.20 17:23:53	3.25.20 17:24:11	anonymous		karantäne	Baden-Württemberg	Baden-Württemberg	18-30
128	3.25.20 17:23:49	3.25.20 17:24:27	anonymous		karantäne	Niedersachsen	Hamburg	18-30
129	3.25.20 17:23:05	3.25.20 17:24:44	anonymous		kwarantäne	Bayern	Schweiz	31-40
130	3.25.20 17:24:29	3.25.20 17:24:46	anonymous		karantäne	Hamburg	Bayern	18-30
131	3.25.20 17:24:35	3.25.20 17:24:56	anonymous		kwarantäne	Sachsen	Sachsen	41-50
132	3.25.20 17:24:34	3.25.20 17:25:07	anonymous		kwarantäne	Rheinland-Pfalz	UK	31-40
133	3.25.20 17:25:05	3.25.20 17:25:30	anonymous		kwarantäne	Baden-Württemberg	Baden-Württemberg	18-30
134	3.25.20 17:25:06	3.25.20 17:25:33	anonymous		kwarantäne	Brandenburg	Brandenburg	18-30
135	3.25.20 17:24:47	3.25.20 17:26:00	anonymous		kwarantäne	Mecklenburg-Vorpommern	Mecklenburg-Vorpommern	51-60
136	3.25.20 17:26:20	3.25.20 17:26:47	anonymous		karantäne	Nordrhein-Westfalen	Nordrhein-Westfalen	31-40
137	3.25.20 17:26:39	3.25.20 17:26:57	anonymous		karantäne	Nordrhein-Westfalen	Hessen	18-30
138	3.25.20 17:25:54	3.25.20 17:27:54	anonymous		karantäne	Niedersachsen	Nordrhein-Westfalen	18-30
139	3.25.20 17:25:43	3.25.20 17:28:01	anonymous		karantäne	Nordrhein-Westfalen	Nordrhein-Westfalen	31-40
140	3.25.20 17:28:05	3.25.20 17:28:25	anonymous		karantäne	Berlin	Sachsen	18-30
141	3.25.20 17:27:33	3.25.20 17:28:31	anonymous		karantäne	Bayern	Nordrhein-Westfalen	31-40
142	3.25.20 17:28:10	3.25.20 17:28:39	anonymous		karantäne	Berlin	Hamburg	31-40
143	3.25.20 17:28:30	3.25.20 17:28:45	anonymous		karantäne	Nordrhein-Westfalen	Nordrhein-Westfalen	31-40
144	3.25.20 17:28:56	3.25.20 17:29:12	anonymous		kwarantäne	Nordrhein-Westfalen	Nordrhein-Westfalen	18-30
145	3.25.20 17:28:29	3.25.20 17:29:56	anonymous		karantäne	Schleswig-Holstein	Schleswig-Holstein	18-30
146	3.25.20 17:29:01	3.25.20 17:30:10	anonymous		karantäne	Rheinland-Pfalz	Rheinland-Pfalz	18-30
147	3.25.20 17:31:04	3.25.20 17:31:31	anonymous		karantäne	Hessen	Hessen	18-30
148	3.25.20 17:32:06	3.25.20 17:32:24	anonymous		karantäne	Bayern	Bayern	18-30
149	3.25.20 17:32:43	3.25.20 17:32:59	anonymous		karantäne	Baden-Württemberg	Baden-Württemberg	18-30
150	3.25.20 17:33:05	3.25.20 17:33:21	anonymous		karantäne	Berlin	Berlin	18-30
151	3.25.20 17:34:59	3.25.20 17:35:14	anonymous		karantäne	Baden-Württemberg	Baden-Württemberg	18-30
152	3.25.20 17:35:30	3.25.20 17:36:06	anonymous		karantäne	Brandenburg	Hessen	41-50
153	3.25.20 17:37:13	3.25.20 17:37:29	anonymous		karantäne	Bayern	Bayern	31-40
154	3.25.20 17:38:10	3.25.20 17:38:42	anonymous		karantäne	Nordrhein-Westfalen	Nordrhein-Westfalen	51-60
155	3.25.20 17:38:18	3.25.20 17:38:46	anonymous		kwarantäne	Schleswig-Holstein	Schleswig-Holstein	31-40
156	3.25.20 17:39:55	3.25.20 17:40:17	anonymous		karantäne	Nordrhein-Westfalen	Nordrhein-Westfalen	18-30
157	3.25.20 17:39:59	3.25.20 17:40:22	anonymous		karantäne	Bayern	Bayern	18-30
158	3.25.20 17:39:58	3.25.20 17:40:39	anonymous		karantäne	Niedersachsen	Nordrhein-Westfalen	18-30
159	3.25.20 17:39:12	3.25.20 17:41:11	anonymous		karantäne	Indien	Baden-Württemberg	18-30
160	3.25.20 17:41:20	3.25.20 17:41:37	anonymous		karantäne	Bayern	Bayern	18-30
161	3.25.20 17:40:49	3.25.20 17:42:16	anonymous		karantäne	Bayern	Bayern	31-40
162	3.25.20 17:42:06	3.25.20 17:42:21	anonymous		karantäne	Nordrhein-Westfalen	Nordrhein-Westfalen	18-30
163	3.25.20 17:42:14	3.25.20 17:42:38	anonymous		karantäne	Niedersachsen	Nordrhein-Westfalen	31-40
164	3.25.20 17:42:36	3.25.20 17:43:06	anonymous		karantäne	Nordrhein-Westfalen	Bayern	51-60
165	3.25.20 17:43:01	3.25.20 17:43:20	anonymous		karantäne	Bayern	Bayern	31-40
166	3.25.20 17:43:18	3.25.20 17:44:02	anonymous		karantäne	Sachsen	Sachsen	18-30
167	3.25.20 17:38:07	3.25.20 17:44:33	anonymous		karantäne	Baden-Württemberg	Baden-Württemberg	18-30
168	3.25.20 17:44:17	3.25.20 17:44:43	anonymous		karantäne	Niedersachsen	Niedersachsen	18-30
169	3.25.20 17:44:42	3.25.20 17:45:03	anonymous		karantäne	Nordrhein-Westfalen	Baden-Württemberg	18-30
170	3.25.20 17:44:43	3.25.20 17:45:31	anonymous		kwarantäne	Baden-Württemberg	Baden-Württemberg	18-30
171	3.25.20 17:46:49	3.25.20 17:47:52	anonymous		karantäne	Schleswig-Holstein	Hamburg	31-40
172	3.25.20 17:47:57	3.25.20 17:48:18	anonymous		karantäne	Nordrhein-Westfalen	Nordrhein-Westfalen	18-30
173	3.25.20 17:48:38	3.25.20 17:49:04	anonymous		karantäne	Nordrhein-Westfalen	Nordrhein-Westfalen	31-40
174	3.25.20 17:49:02	3.25.20 17:49:25	anonymous		beides	Nordrhein-Westfalen	Nordrhein-Westfalen	18-30
175	3.25.20 17:50:35	3.25.20 17:51:50	anonymous		Kuarantäne	Nordrhein-Westfalen	Nordrhein-Westfalen	18-30
176	3.25.20 17:52:02	3.25.20 17:52:16	anonymous		karantäne	Nordrhein-Westfalen	Nordrhein-Westfalen	18-30
177	3.25.20 17:50:41	3.25.20 17:52:51	anonymous		kwarantäne	Niedersachsen	Nordrhein-Westfalen	18-30
178	3.25.20 17:53:58	3.25.20 17:54:35	anonymous		karantäne	Nordrhein-Westfalen	Sachsen	18-30
179	3.25.20 17:55:04	3.25.20 17:55:30	anonymous		karantäne	Baden-Württemberg	Baden-Württemberg	31-40
180	3.25.20 17:56:13	3.25.20 17:56:53	anonymous		karantäne	Baden-Württemberg	Bayern	18-30
181	3.25.20 17:57:08	3.25.20 17:57:23	anonymous		karantäne	Nordrhein-Westfalen	Nordrhein-Westfalen	18-30
182	3.25.20 17:58:35	3.25.20 17:59:15	anonymous		karantäne	Hessen	Nordrhein-Westfalen	18-30
183	3.25.20 18:00:34	3.25.20 18:01:06	anonymous		karantäne	Nordrhein-Westfalen	Nordrhein-Westfalen	18-30
184	3.25.20 18:00:16	3.25.20 18:01:07	anonymous		kwarantäne	Baden-Württemberg	Baden-Württemberg	18-30
185	3.25.20 18:01:46	3.25.20 18:02:12	anonymous		karantäne	Sachsen	Sachsen	18-30
186	3.25.20 18:04:36	3.25.20 18:04:56	anonymous		karantäne	Bayern	Bayern	18-30
187	3.25.20 18:06:10	3.25.20 18:06:44	anonymous		karantäne	Schleswig-Holstein	Schleswig-Holstein	31-40
188	3.25.20 18:06:05	3.25.20 18:06:51	anonymous		karantäne	Schweiz	Schweiz	31-40
189	3.25.20 18:06:18	3.25.20 18:06:53	anonymous		karantäne	Nordrhein-Westfalen	Niedersachsen	18-30
190	3.25.20 18:07:28	3.25.20 18:07:41	anonymous		kwarantäne	Baden-Württemberg	Bayern	18-30
191	3.25.20 18:07:01	3.25.20 18:07:54	anonymous		Kuaräntäne	Niedersachsen	Saarland	18-30
192	3.25.20 18:07:51	3.25.20 18:08:26	anonymous		karantäne	Nordrhein-Westfalen	Nordrhein-Westfalen	31-40
193	3.25.20 18:09:27	3.25.20 18:09:44	anonymous		kwarantäne	Bayern	Bayern	18-30
194	3.25.20 18:10:18	3.25.20 18:10:46	anonymous		karantäne	Rheinland-Pfalz	Nordrhein-Westfalen	31-40
195	3.25.20 18:10:35	3.25.20 18:10:48	anonymous		kwarantäne	Bayern	Bayern	18-30
196	3.25.20 18:11:00	3.25.20 18:11:19	anonymous		karantäne	Berlin	USA	31-40
197	3.25.20 18:12:23	3.25.20 18:13:22	anonymous		karantäne	Hessen	Nordrhein-Westfalen	18-30
198	3.25.20 18:12:25	3.25.20 18:13:45	anonymous		kuarantäne	Schweiz	Schweiz	18-30
199	3.25.20 18:12:59	3.25.20 18:13:53	anonymous		karantäne	Niedersachsen	Nordrhein-Westfalen	18-30
200	3.25.20 18:01:53	3.25.20 18:14:43	anonymous		kwarantäne	Rheinland-Pfalz	Hessen	41-50
201	3.25.20 18:12:57	3.25.20 18:15:15	anonymous		karantäne	Nordrhein-Westfalen	Nordrhein-Westfalen	31-40
202	3.25.20 18:16:29	3.25.20 18:17:10	anonymous		karantäne	Baden-Württemberg	Berlin	18-30
203	3.25.20 18:16:41	3.25.20 18:18:14	anonymous		karantäne	Baden-Württemberg	Bayern	31-40
204	3.25.20 18:17:46	3.25.20 18:18:29	anonymous		karantäne	Niedersachsen	Niedersachsen	18-30
205	3.25.20 18:18:43	3.25.20 18:19:46	anonymous		kwarantäne	Nordrhein-Westfalen	Sachsen-Anhalt	18-30
206	3.25.20 18:20:17	3.25.20 18:20:36	anonymous		karantäne	Nordrhein-Westfalen	Nordrhein-Westfalen	31-40
207	3.25.20 18:17:51	3.25.20 18:20:37	anonymous		karantäne	Rheinland-Pfalz	Hessen	31-40
208	3.25.20 18:20:34	3.25.20 18:20:53	anonymous		kwarantäne	Baden-Württemberg	Baden-Württemberg	18-30
209	3.25.20 18:20:51	3.25.20 18:21:22	anonymous		karantäne	Saarland	Saarland	18-30
210	3.25.20 18:23:15	3.25.20 18:23:58	anonymous		karantäne	Rheinland-Pfalz	Rheinland-Pfalz	41-50
211	3.25.20 18:24:28	3.25.20 18:24:47	anonymous		karantäne	Baden-Württemberg	Baden-Württemberg	18-30
212	3.25.20 18:24:27	3.25.20 18:24:57	anonymous		karantäne	Baden-Württemberg	Sachsen	18-30
213	3.25.20 18:25:06	3.25.20 18:25:38	anonymous		karantäne	Baden-Württemberg	Baden-Württemberg	51-60
214	3.25.20 18:21:02	3.25.20 18:25:47	anonymous		kwarantäne	Bayern	Bayern	18-30
215	3.25.20 18:25:04	3.25.20 18:25:57	anonymous		karantäne	Nordrhein-Westfalen	Nordrhein-Westfalen	41-50
216	3.25.20 18:26:31	3.25.20 18:26:50	anonymous		kwarantäne	Niedersachsen	Niedersachsen	18-30
217	3.25.20 18:26:31	3.25.20 18:26:57	anonymous		kwarantäne	Schweiz	Niedersachsen	31-40
218	3.25.20 18:27:33	3.25.20 18:28:01	anonymous		karantäne	Baden-Württemberg	Baden-Württemberg	18-30
219	3.25.20 18:27:22	3.25.20 18:28:06	anonymous		kwarantäne	Baden-Württemberg	Brandenburg	41-50
220	3.25.20 18:28:17	3.25.20 18:28:39	anonymous		karantäne	Hessen	Baden-Württemberg	18-30
221	3.25.20 18:28:36	3.25.20 18:29:13	anonymous		karantäne	Brandenburg	Brandenburg	18-30
222	3.25.20 18:28:01	3.25.20 18:29:31	anonymous		karantäne	Thüringen	Thüringen	31-40
